,Embedded_text,majority_sentiment
392,"Umgehungsstraße für #Großebersdorf, #Frießnitz und #Burkersdorf jetzt – und bitte keine Ausreden mehr! https://brandner-im-bundestag.de/thueringen/brandner-afd-umgehungsstrasse-jetzt-keine-ausreden-mehr.html… #AfD #wirholendasDirektmandat #Gera #Greiz #AltenburgerLand #WK194 #Berlin #Bundestag #Brandner brandner-im-bundestag.de Brandner (AfD): Umgehungsstraße jetzt – keine Ausreden mehr! 10 2 29",2
393,"„Es geht bei der #Bundestagswahl21 auch darum, ob Deutschland in #Europa in das Lager der Schuldenstaaten wechselt. Dies ist der ausdrückliche Wunsch der #SPD und ihres Kandidaten, der #Grünen und der Linkspartei ohnehin. In der Eurozone droht eine Zerreißprobe.“ (tm) #MerzMail 584 210 1.329",2
395,Morgen geht es los mit det #ldknds in #Oldenburg und der Bundestagsliste der  @gruenelvnds 1.149 Mal angezeigt 0:02 / 0:39 1 24,3
396,"Dass Sie es nicht einmal geschafft haben, den Rassebegriff aus dem Grundgesetz zu streichen, obwohl der Bundesinnenminister das selbst zugesagt hat, ist ein Armutszeugnis und zeigt: Diese Koalition ist am Ende.  –  @IreneMihalic 29 27 153",2
397,"Der 20. Juli ist immer ein Tag des Erinnerns - an Zivilcourage und Heldenmut. Er zeigt, wie wichtig es ist aufzustehen - gegen Unrecht und Unterdrückung! #20juli1944 #Stauffenberg 2 7 26",1
398,4 Jahre. Eine Bilanz. Die Kleinsten spielen eine große Rolle für uns. Wir haben die #Kita-Betreuung qualitativ & quantitativ verbessert und den Anspruch auf #Ganztagsbetreuung in Grundschulen  auf den Weg gebracht. Jetzt weiterhören auf http://bilanz.cducsu.de/menschen #vielbewegt 3 5 12,1
399,Heute digitale Sitzung des Landesparteirates der SPD und später Abstimmungsrunden im SPD Kreisverband Pinneberg. 2 4,3
402,"Michael #Theurer ist bekannt für kluge und originelle Ideen - die hier ist beides und kann sogar Leben retten!  #Corona #Impfstoff #ImpfenSchuetzt  @FDPBW  #FDP Michael Theurer @EUTheurer  · 12. März 2021 Wenn die USA im Mai mit dem Impfen durch ist und mehr Impfstoff bestellt hat als sie braucht - warum kauft dann Deutschland nicht den Impfstoff, der ab Juni in den USA nicht gebraucht wird? Dann wären wir Monate schneller durch als mit dem bisherigen Plan  https://stuttgarter-nachrichten.de/inhalt.liberale-in-baden-wuerttemberg-fdp-will-impfdosen-aus-usa-kaufen.1c5a12ed-291c-46f9-8486-385faa584d42.html… 9 5 59",1
403,Skandalöse Zustände. Deshalb: #AfD wählen und unterstützen! #Deutschlandabernormal m.bild.de Ausweisung nur theoretisch: Iraner darf trotz Vergewaltigung bei uns bleiben Er saß vier Jahre im Knast – und wird von der Polizei noch immer als gefährlich eingestuft. 26 169 498,2
404,An Tag  unserer #Deutschlandreise geht’s für unser #teamCDU ins deutsche Silicon Valley - „Silicon Saxony“ - und an einen ganz besonderen Ort an der deutsch-polnischen Grenze. Welcher das ist? Das erfahrt ihr in der neuen Folge unseres Reisetagebuchs!  17 15 45,3
405,"Werter Herr PV, ich halte Liste nicht für ausgewogen, wenn ausgewiesene Expertinnen wie  @RikeFranke  fehlen, hausinterne SPD-KollegInnen mit Rang und Expertise auf Druck von Ihrer Kollegin Saskia Esken verhindert werden und auch ansonsten die Besetzung überwiegend einseitig ist. Norbert Walter-Borjans @NowaboFM  · 16. März 2021 Werte @MAStrackZi, wie wäre es, wenn Sie aus Hörensagen nicht einfach Behauptungen machen? Die Projektgruppe lief über meinen Tisch, ist vom PV gemeinsam beschlossen, bewusst ausgewogen zusammengesetzt und folgt trotzdem nicht exakt Ihren Erwartungen. Das kommt schon mal vor. twitter.com/MAStrackZi/sta… 5 7 169",2
406,"Wir legen los mit unserem #Länderrat. Schaltet jetzt den Livestream ein, wie immer auf http://gruene.de. gruene.de BÜNDNIS 90/DIE GRÜNEN Die Zukunft änderst du hier. Alle Informationen zu Programm, Personen und Möglichkeiten, bei BÜNDNIS 90/DIE GRÜNEN aktiv zu werden. 10 25 124",3
407,"Die rassistischen Ausschreitungen nach dem EM-Finale zeigen, wie viel noch zu tun ist, im Fußball und in unserer ganzen Gesellschaft: Es ist längst überfällig, rassistische Strukturen aus der Gesellschaft zu beseitigen - überall! Wir zeigen Flagge - an jedem Tag! #SayNoToRacism 186 118 520",2
409,"Was für ein asoziales ""Demokratieverständnis"" ist das:""Bei #AfD Kandidaten sagt man immer Nein"" @cem_oezdemir ""Bei Kandidaten der AfD stimmt man mit Nein. Immer & überall."" @Ricarda_Lang Wer so denkt & spricht ist kein Demokrat.Sondern ein Faschist. #FaschistenrausausdenParlamenten 73 169 572",2
410,"Kunst und Kultur sind Lebenselixier. Wie so viele Menschen habe auch ich so gern reingehört in die Wohnzimmerkonzerte von  @igorpianist . Danke dafür! ZDF Morgenmagazin @morgenmagazin  · 9. Sep. 2021 Während des ersten Corona-Shutdowns gab der Pianist @igorpianist über 50 Wohnzimmerkonzerte. ""Das hat mir Halt gegeben"", sagt er im #ZDFmoma. Nun ist er endlich zurück auf der Bühne: Im #momaCafe spielt er das ""Präludium Nr. 1"" von Dmitri Schostakowitsch. https://kurz.zdf.de/P7xg/ 1 1 26",1
412,"Deutschland muss stark aus der Krise kommen. Das geht nur mit Wachstum und Jobs.   Dafür braucht es #eineUnion mit einem starken Ergebnis. Deshalb am Sonntag mit beiden Stimmen CDU &  @CSU !   #btw21 #wegenmorgen Paul Ziemiak @PaulZiemiak  · 24. Sep. 2021 Es ist nicht egal, wer regiert! Wir stehen vor einer Richtungsentscheidung. Am Sonntag beide Stimmen CDU! #wegenmorgen #btw21 #UnionStärksteKraft 0:47 11.007 Mal angezeigt 34 25 89",1
413,"„Union und SPD hätten aus ihrer Regierungszeit eineinhalb Modernisierungsjahrzehnte machen können.“ – Wichtige Zukunftsfragen sind sie nicht angegangen. Dass es die ganzen Jahre möglich gewesen wäre, hat das grüne Baden-Württemberg gezeigt.  @ABaerbock  auf unserem #wahlparteitag 26 39 238",2
414,"#Habeck warnt vor #Terrorgefahr durch die “Ortskräfte“, die wir gerade zu tausenden durch die Bundeswehr eingeflogen haben.  Das sagt die AfD schon seit Ewigkeiten. Die #Grünen sind es, die Abschiebungen und Grenzsicherung ablehnen. #AfDwirkt #nurnochAfD #Deutschlandabernormal 66 348 1.380",2
415,"Was macht Frau Karliczek eigentlich beruflich? Vertrösten, abwarten und Zähne zusammenbeißen sind Synonyme für den systematischen Stillstand an Schulen und Hochschulen. Bettina Stark-Watzinger @starkwatzinger  · 14. Apr. 2021 Es ist das 3. Onlinesemester an den #Universitäten. Studenten brechen ihr Studium ab, weil sie sich im Stich gelassen fühlen. Viele haben kaum Kontakt zu Professoren und Kommilitonen. Nein, @Karliczek! Ein Verweis auf das Wintersemester ist zu wenig. Wir brauchen Lösungen. Jetzt. 2 5 135",2
417,. @jankortemdb  zum #TagdesGrundgesetzes: #Grundgesetz und #Grundrechte krisenfest machen - https://tinyurl.com/kf4sbfwt 2 8 44,3
418,"Klimaschutz hat für uns  @Die_Gruenen  oberste Priorität. Freue mich deswegen auf Raddemo & Townhall in #Bamberg mit  @badulrichmartha , unserer Sprecherin für Klimapolitik. Heute ab 17:30 Uhr. Fahrrad & Maske nicht vergessen!   @GRUENES_BAMBERG  @Gruene_Bayern 14 19 142",1
420,"Wir werden nur Volkspartei in ganz  bleiben, wenn wir aus der BT-Wahl lernen & uns in besonderer Weise um die #CDU-Verbände in den neuen Ländern kümmern. Es ist überfällig, dass mindestens ein ostdeutscher Spitzenpolitiker als Vize im Präsidium vertreten ist. #jetztabervoran 12 16 95",3
421,"Wir haben jetzt die Chance, dieses Land zu erneuern. Das hat  @abaerbock  in ihrer Rede auf unserem Parteitag #dBDK21 nochmal klargestellt. Mit unserem Wahlprogramm legen wir ambitionierte Ideen für die Zukunft unseres Landes vor. Wir sind bereit. Bereit, weil ihr es seid. 107 107 624",1
423,"Mit der fulminanten Rede von  @OlafScholz  geht unser SPD-Parteitag #spdbpt21 zu Ende! Mit der begeisterten Zustimmung der Delegierten für Zukunftsprogramm und Kanzlerkandidat starten wir in den Wahlkampf! Der Sommer wird gut,  @Karl_Lauterbach , aber der Herbst wird noch besser! 89 42 377",1
425,Platz drei auf der Landesliste Direktkandidat für Pankow  Danke für das Vertrauen! 6 30 135,1
426,Donald Trump ist für  @ManuelaSchwesig  Vorbild bei der Corona-Bekämpfung.  @SPDMV  scheint politisches Koordinatensystem völlig abhanden gekommen zu sein. Teil 2 in der Serie plumper SPD-Wahlkampfmanöver ist noch schlechter als Teil 1. Verantwortung geht anders! 823 213 607,2
428,"In Sachen digitaler  #Katastrophenschutz haben wir von der #AfD im März Vorschläge in einem umfassenden Antrag gemacht. Alle Altparteien lehnten ab.  Ich bin gespannt, ob das Thema nun ernster genommen wird.   https://dserver.bundestag.de/btd/19/278/1927846.pdf… 14 193 495",3
429," Heute Abend um 18:30 Uhr ist  @ABaerbock  beim Forum der Frankfurter Rundschau  @FR  zu Gast und beantwortet die Fragen der Leserinnen und Leser. Hier könnt ihr die Veranstaltung live mitverfolgen.  fr.de Annalena Baerbock bei der Frankfurter Rundschau Die Kanzlerkandidatin der Grünen, Annalena Baerbock, stellt sich am Mittwochabend in Frankfurt den Fragen der FR-Leser:innen. 30 48 233",3
430,"Falls ihr es gestern verpasst habt, hier gibt‘s die gesamte Sendung https://www1.wdr.de/daserste/hartaberfair/videos/video-offener-kampf-bei-den-schwarzen-harmonie-bei-den-gruenen-wie-findet-man-die-besten-fuers-kanzleramt-102.html… ...   ... Und hier gibt‘s  @KuehniKev , der das Problem auf den Punkt trifft  hart aber fair @hartaberfair  · 19. Apr. ""Seit Wochen weiß niemand, wofür Markus #Soeder und Armin #Laschet inhaltlich stehen. Dabei sind wir nur noch fünf Monate vor der #Wahl"", kritisiert der stellv. @spdde-Parteivorsitzende @KuehniKev bei #hartaberfair @DasErste.  #LaschetvsSoeder #KFrage 17 12 50",3
431,Solidariedade e amizade!  #strongertogether Germany in the EU @germanyintheeu  · 3. Feb. 2021 #EUSolidarity: A military aircraft carrying medical personnel and medical materials including 50 ventilators has just taken off from #Germany for #Portugal. We stand together in the fight against the #coronavirus. 8 55,1
433,"Klare Ansage von  @schneidercar : Eine Fraktion, eine Partei, die sich im Wahlprogramm den Austritt Deutschlands aus der Europäischen Union zum Ziel gesetzt hat, sollte nicht von Deutschland zur ""Konferenz zur Zukunft Europas"" entsendet werden! 910 Mal angezeigt 0:03 / 2:16 7 3 26",2
435,#AlleingegendieMafia... #nurnochAfD! 27 11 73,3
436,". @Amira_M_Ali  und  @DietmarBartsch : Uns alle mahnt der #8Mai dazu, wachsam zu bleiben und für Frieden, Freiheit und Gleichheit zu streiten. Auch 76 Jahre nach Kriegsende gilt: #NiewiederKrieg #NiewiederFaschismus https://linksfraktion.de/presse/pressemitteilungen/detail/8-mai-eine-freie-und-demokratische-gesellschaft-muss-tag-fuer-tag-verteidigt-werden/… #TagderBefreiung #weremember #onthisday #OTD 2 13 83",3
437,"Würdiger Ort für einen wichtigen Anlass: Gleich beginnt vor dem #Bundestag der Große #Zapfenstreich zur verdienten Anerkennung der #Soldatinnen und #Soldaten der #Bundeswehr, die in #Afghanistan Dienst 2001-21 getan haben. ⁦⁦ @bundeswehrInfo ⁩ 7 9 268",1
438,"Heute  @Airport_FRA  / #Fraport AG einmal mehr mit unterirdischer Performance in mehreren  Bereichen. Verstopfte Sicherheitskontrolle, verzögerter Service am Flugzeug, signifikante Verspätung als Folge. Zeit für Veränderung. @BMVI  @bpol_air_fra  @Lufthansa_DE  @faznet 5 2 22",2
439,"Was für ein vorbildlicher, staatstreuer Untertan, der sein Hotel im vorauseilenden Gehorsam nur noch für #Geimpfte öffnet. #Söder kann stolz auf ihn sein.   #Impfapartheid m.bild.de Ab dem 1. Oktober - Erster Hotelier in Bayern will nur noch Geimpfte reinlassen Er ist der erste Hotelier in Bayern, der nur noch Geimpfte reinlassen will: Christian Wolf, Geschäftsführer des Hotels „Obermühle“. 204 153 503",1
440,"Die Öffentlichkeit & das Parlament haben ein Recht darauf, zu erfahren, was hier los ist! Politische Beziehungspflege, Auftragsvergaben und immer wieder #CSU. Jens Spahn & das CSU-geführte Innenministerium stehen in der Verantwortung, umfassend aufzuklären. spiegel.de (S+) Wie CSU-Politiker Maskenhändler zu lukrativen Geschäften verhalfen (SPIEGEL+) Bislang unbekannte E-Mails zeigen, wie Maskenhändler auf Kosten von Bund und Ländern einen Reibach machten. Strauß-Tochter Monika Hohlmeier und zwei weitere CSU-Promis verschafften ihnen wertvolle... 26 76 312",2
441,Für alle zum Mitschreiben: Erdgas ist ein fossiler klimaschädlicher Brennstoff. #Nordstream2 ist eine #PipelineInDieKrise. 36 122 674,2
442,"Herzlichen Glückwunsch, liebe  @NYwelskop ! Ich wünsche Dir Erfolg & Gottes Segen! Die Wohlfahrtsverbände sind unverzichtbar für unseren Sozialstaat, die christlichen Wohlfahrtsverbände unverzichtbar für ein glaubwürdiges Zeugnis der Christinnen und Christen. Nächstenliebe konkret! Caritas Deutschland @Caritas_web  · 13. Okt. 2021 Habemus Präsidentin! Eva M. Welskop-Deffaa wurde eben von der Delegiertenversammlung des Deutschen Caritasverbandes in dieses Amt gewählt. Die Volkswirtschaftlerin wird als erste Frau den größten deutschen Wohlfahrtsverband leiten. Herzlichen Glückwunsch! 1/4 Diesen Thread anzeigen 1 7",1
443,"Ich bin froh, dass die Streikenden abbrechen und wieder trinken und essen. Das Leben geht vor. Ich stehe zu meinem Gesprächsangebot nach der Wahl, daran werde ich mich halten. Aufstand der letzten Generation @AufstandLastGen  · 25. Sep. Team trockener Hungerstreik: ++ EIL: Trockener Hungerstreik beendet - @OlafScholz sagt öffentlichem Gespräch innerhalb der nächsten vier Wochen über #Klimanotstand  zu ++ 609 353 2.586",1
444,"Wir haben einen super Wahlprogrammentwurf zur #btw21 Was ist Dein Herzensprojekt? Meins ist: die internationale Transformationsquote. Die großen Aufgaben des sozial-ökologischen Wandels lösen wir nur global und gemeinsam. #allesdrin gruene.de Wahlprogramm Mit unserem Wahlprogramm “Deutschland. Alles ist drin” wollen wir zeigen: Unser Land kann so viel mehr und ist bereit für eine vorausschauende Politik und konsequenten Klimaschutz, der sozial gerecht... 15 10 73",1
445,"Programmatisch klare Rede von  @ArminLaschet  #zusammenmachen CDU Deutschlands @CDU  · 30. März 2021 .@ArminLaschet lädt ein: ""Es ist die große Stärke der Union als Volkspartei, gegensätzliche Positionen zu integrieren, sie im Gespräch zu halten, in die Mitte zu integrieren. Diese Kraft braucht es für das #Modernisierungsjahrzehnt."" Jetzt #zusammenmachen: http://zusammenmachen.de 28 5 35",1
446,"Dass die  @CDU  im Innern zusammenhält, ist Voraussetzung dafür, dass sie #Volkspartei bleibt. Das ist nicht garantiert & muss das oberste Ziel sein. Weil ich kein Lager in der CDU vertrete & über traditionelle Wähler hinaus ausgreifen kann, bin ich der Richtige für den #Vorsitz. Norbert Röttgen @n_roettgen  · 7. Jan. 2021 Wenn ich gewählt werde, wird für mich die stärkere Präsenz der gesamten @CDU im Osten ein Schwerpunkt meiner Arbeit werden. Auch 30 Jahre nach der Einheit müssen wir wieder mehr miteinander sprechen & solidarisch sein. https://volksstimme.de/sachsen-anhalt/norbert-roettgen-cdu-muss-im-osten-praesenter-werden… 3 10 86",3
447,Geplante Änderung des Infektionsschutzgesetzes ist Frontalangriff auf Föderalismus und Grundrechte! brandner-im-bundestag.de Brandner (AfD): Geplante Änderung des Infektionsschutzgesetzes ist Frontalangriff auf Föderalismus... 7 18 48,2
448,"Good News: Die Anzahl der Substituierten ist trotz Corona gestiegen! Mein Ziel ist es, die Substitution jetzt, aber auch in Zukunft zu stärken und die Versorgung flächendeckend auszubauen. Das sind wir den suchtkranken Menschen in Deutschland schuldig! bundesdrogenbeauftragter.de Sonderregelungen für die Substitution verlängert - Der Beauftragte der Bundesregierung für Sucht-... Drogenbeauftragte: „Konnten Behandlung sichern und sogar mehr Patientinnen und Patienten erreichen als vor der Pandemie!“ 77 8 11",1
450,"AfD wirkt: Sachsens Kultusminister stoppt Gender-Schreibung an Schulen https://tichyseinblick.de/kolumnen/josef-kraus-lernen-und-bildung/sachsens-kultusminister-stoppt-gender-schreibung-an-schulen/… via  @tichyseinblick tichyseinblick.de Mutig und richtig: Sachsens Kultusminister stoppt Gender-Schreibung an Schulen Sachsens Kultusminister Christian Piwarz (46, CDU) hat die Schulen des Freistaates anweisen lassen, auf „Gender“-Schreibungen zu verzichten. Wörtlich heißt es in einer Handlungsempfehlung: „Die... 1 7 54",1
451,"Am letzten Sitzungstag in dieser Legislaturperiode bringen wir noch einen familienpolitischen Meilenstein auf den Weg - den Rechtsanspruch auf #Ganztagsbetreuung für Grundschulkinder. In welcher Höhe sich alleine der Bund beteiligt, erklärt Fraktionsvize  @NadineSchoen  im Video. 9 7 16",3
452,Der Mietendeckel in Berlin hat zu zwei Dingen geführt: 1. Über Nacht sind 60% der Mietwohnungen vom Markt verschwunden. 2. Es wurden so wenigen neue Wohnungen gebaut wie seit langem nicht mehr. #Triell 17 90 503,2
453,"Freitag ist #1JahrHanau. Seitdem ist viel zu wenig passiert: Behörden haben immer wieder bei der Verfolgung von Spuren weggeschaut, die Ermittlungen von Polizei und Staatsanwaltschaft liefen schleppend und mussten mehrmals von Angehörigen neu angestoßen werden. (1/3) #Hanau 1 8 67",2
455,"""Sachsen-Anhalts Ämter fürchten Datenflut durch #LucaApp"". Die Luca App ist nicht nur unsicher und hat viele Fehlfunktionen, sie wird auch ihr Versprechen nicht erfüllen, den Gesundheitsämtern zu helfen. Ganz im Gegenteil sogar  volksstimme.de Sachsen-Anhalts Ämter fürchten Datenflut durch Luca-App Die Idee mit der Luca-App klingt erstmal gut: Möglichst viele laden sich die App aufs Handy, geben Name und Telefonnummer ein. Händler, oder Gastwirte haben die App ebenfalls. Betritt man Laden oder... 13 120 284",2
